CFOP;Descri????o Resumida do CFOP;Aplica????o
5664;5.664 - Retorno de combust??vel ou lubrificante recebidos p/ armazenagem;Remessa, em devolu????o, de combust??vel ou lubrificante, recebidos para armazenagem. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
5665;5.665 - Retorno simb??lico de combust??vel ou lubrificante recebidos p/ armazenagem;Retorno simb??lico de combust??vel ou lubrificante, recebidos para armazenagem, quando a mercadoria armazenada tenha sido objeto de sa??da, a qualquer t??tulo, e n??o deva retornar ao estabelecimento depositante. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
5666;5.666 - Remessa, por conta e ordem de terceiros, de combust??vel ou lubrificante recebidos p/ armazenagem;Sa??da, por conta e ordem de terceiros, de combust??vel ou lubrificante, recebidos anteriormente para armazenagem. (a partir 01.01.2004 - Decreto N?? 26.174 de 26/11/2003)
5667;5.667 - Venda de combust??vel ou lubrificante a consumidor ou usu??rio final estabelecido em outra UF;Venda de combust??vel ou lubrificante a consumidor ou a usu??rio final estabelecido em outra Unidade da Federa????o, cujo abastecimento tenha sido efetuado na unidade da Federa????o do remetente. ACR Ajuste SINIEF 05/2009 ??? a partir de 01.07.2009)(Decreto n?? 34.490/2009)
5901;5.901 - Remessa p/ industrializa????o por encomenda;Classificam-se neste c??digo as remessas de insumos remetidos para industrializa????o por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.
5902;5.902 - Retorno de mercadoria utilizada na industrializa????o por encomenda;Classificam-se neste c??digo as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrializa????o e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos nesta opera????o dever?? ser igual ao valor dos insumos recebidos para industrializa????o.
5903;5.903 - Retorno de mercadoria recebida p/ industrializa????o e n??o aplicada no referido processo;Classificam-se neste c??digo as remessas em devolu????o de insumos recebidos para industrializa????o e n??o aplicados no referido processo.
5904;5.904 - Remessa p/ venda fora do estabelecimento;Classificam-se neste c??digo as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de ve??culos.
5905;5.905 - Remessa p/ dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo as remessas de mercadorias para dep??sito em dep??sito fechado ou armaz??m geral.
5906;5.906 - Retorno de mercadoria depositada em dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo os retornos de mercadorias depositadas em dep??sito fechado ou armaz??m geral ao estabelecimento depositante.
5907;5.907 - Retorno simb??lico de mercadoria depositada em dep??sito fechado ou armaz??m geral;Classificam-se neste c??digo os retornos simb??licos de mercadorias recebidas para dep??sito em dep??sito fechado ou armaz??m geral, quando as mercadorias depositadas tenham sido objeto de sa??da a qualquer t??tulo e que n??o devam retornar ao estabelecimento depositante.
5908;"5.908 - Remessa de bem por conta de contrato de comodato ou loca????o";Classificam-se neste c??digo as remessas de bens para o cumprimento de contrato de comodato ou loca????o.
5909;5.909 - Retorno de bem recebido por conta de contrato de comodato ou loca????o;Classificam-se neste c??digo as remessas de bens em devolu????o ap??s cumprido o contrato de comodato ou loca????o.
5910;5.910 - Remessa em bonifica????o, doa????o ou brinde;Classificam-se neste c??digo as remessas de mercadorias a t??tulo de bonifica????o, doa????o ou brinde.
5911;5.911 - Remessa de amostra gr??tis;Classificam-se neste c??digo as remessas de mercadorias a t??tulo de amostra gr??tis.
5912;5.912 - Remessa de mercadoria ou bem p/ demonstra????o;Classificam-se neste c??digo as remessas de mercadorias ou bens para demonstra????o.
5913;5.913 - Retorno de mercadoria ou bem recebido p/ demonstra????o;Classificam-se neste c??digo as remessas em devolu????o de mercadorias ou bens recebidos para demonstra????o.
5914;5.914 - Remessa de mercadoria ou bem p/ exposi????o ou feira;Classificam-se neste c??digo as remessas de mercadorias ou bens para exposi????o ou feira.
5915;5.915 - Remessa de mercadoria ou bem p/ conserto ou reparo;Classificam-se neste c??digo as remessas de mercadorias ou bens para conserto ou reparo.
5916;5.916 - Retorno de mercadoria ou bem recebido p/ conserto ou reparo;Classificam-se neste c??digo as remessas em devolu????o de mercadorias ou bens recebidos para conserto ou reparo.
5917;5.917 - Remessa de mercadoria em consigna????o mercantil ou industrial;Classificam-se neste c??digo as remessas de mercadorias a t??tulo de consigna????o mercantil ou industrial.
5918;5.918 - Devolu????o de mercadoria recebida em consigna????o mercantil ou industrial;Classificam-se neste c??digo as devolu????es de mercadorias recebidas anteriormente a t??tulo de consigna????o mercantil ou industrial.
5919;5.919 - Devolu????o simb??lica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consigna????o mercantil ou industrial;Classificam-se neste c??digo as devolu????es simb??licas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a t??tulo de consigna????o mercantil ou industrial.
5920;5.920 - Remessa de vasilhame ou sacaria;Classificam-se neste c??digo as remessas de vasilhame ou sacaria.
5921;5.921 - Devolu????o de vasilhame ou sacaria;Classificam-se neste c??digo as sa??das por devolu????o de vasilhame ou sacaria.
5922;5.922 - Lan??amento efetuado a t??tulo de simples faturamento decorrente de venda p/ entrega futura;Classificam-se neste c??digo os registros efetuados a t??tulo de simples faturamento decorrente de venda para entrega futura.
5923;5.923 - Remessa de mercadoria por conta e ordem de terceiros, em venda ?? ordem ou em opera????es com armaz??m geral ou dep??sito fechado.;"Classificam-se neste c??digo as sa??das correspondentes ?? entrega de mercadorias por conta e ordem de terceiros, em vendas ?? ordem, cuja venda ao adquirente origin??rio foi classificada nos c??digos ???5.118 - Venda de produ????o do estabelecimento entregue ao destinat??rio por conta e ordem do adquirente origin??rio, em venda ?? ordem??? ou ???5.119 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinat??rio por conta e ordem do adquirente origin??rio, em venda ?? ordem???.Tamb??m ser??o classificadas neste c??digo as remessas, por conta e ordem de terceiros, de mercadorias depositadas ou para dep??sito em dep??sito fechado ou armaz??m geral. (NR AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009)vejamais[p3] efeitos a partir de 1?? de julho de 2010??? DECRETO 37.993/2012."
5924;5.924 - Remessa p/ industrializa????o por conta e ordem do adquirente da mercadoria, quando esta n??o transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo as sa??das de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hip??teses em que os insumos n??o tenham transitado pelo estabelecimento do adquirente dos mesmos.
5925;5.925 - Retorno de mercadoria recebida p/ industrializa????o por conta e ordem do adquirente da mercadoria, quando aquela n??o transitar pelo estabelecimento do adquirente;Classificam-se neste c??digo as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrializa????o e incorporados ao produto final, nas hip??teses em que os insumos n??o tenham transitado pelo estabelecimento do adquirente. O valor dos insumos nesta opera????o dever?? ser igual ao valor dos insumos recebidos para industrializa????o.
5926;5.926 - Lan??amento efetuado a t??tulo de reclassifica????o de mercadoria decorrente de forma????o de kit ou de sua desagrega????o;Classificam-se neste c??digo os registros efetuados a t??tulo de reclassifica????o decorrente de forma????o de kit de mercadorias ou de sua desagrega????o.
5927;5.927 - Lan??amento efetuado a t??tulo de baixa de estoque decorrente de perda, roubo ou deteriora????o;Classificam-se neste c??digo os registros efetuados a t??tulo de baixa de estoque decorrente de perda, roubou ou deteriora????o das mercadorias.
5928;5.928 - Lan??amento efetuado a t??tulo de baixa de estoque decorrente do encerramento da atividade da empresa;Classificam-se neste c??digo os registros efetuados a t??tulo de baixa de estoque decorrente do encerramento das atividades da empresa.
5929;"5.929 -Lan??amento efetuado em decorr??ncia de emiss??o de documento fiscal relativo a opera????o ou presta????o tamb??m acobertadapor documento fiscal do varejo";Classificam-se neste c??digo os registros relativos aos documentos fiscais emitidos em opera????es ou presta????es que tamb??m tenham sido acobertadas por documento fiscal do varejo.
5931;5.931 - Lan??amento efetuado em decorr??ncia da responsabilidade de reten????o do imposto por substitui????o tribut??ria, atribu??da ao remetente ou alienante da mercadoria, pelo servi??o de transporte realizado por transportador aut??nomo ou por transportador n??o inscrito na UF onde iniciado o servi??o;Classificam-se neste c??digo exclusivamente os lan??amentos efetuados pelo remetente ou alienante da mercadoria quando lhe for atribu??da a responsabilidade pelo recolhimento do imposto devido pelo servi??o de transporte realizado por transportador aut??nomo ou por transportador n??o inscrito na unidade da Federa????o onde iniciado o servi??o.
5932;5.932 - Presta????o de servi??o de transporte iniciada em UF diversa daquela onde inscrito o prestador;Classificam-se neste c??digo as presta????es de servi??o de transporte que tenham sido iniciadas em unidade da Federa????o diversa daquela onde o prestador est?? inscrito como contribuinte.
5933;5.933 - Presta????o de servi??o tributado pelo Imposto Sobre Servi??os de Qualquer Natureza;Presta????o de servi??o, cujo imposto ?? de compet??ncia municipal, desde que informado em Nota Fiscal modelo 1 ou 1-A. (NR Ajuste SINIEF 06/2005)a partir de 01/01/2006
5934;5.934 - Remessa simb??lica de mercadoria depositada em armaz??m geral ou dep??sito fechado.;Classificam-se neste c??digo as remessas simb??licas de mercadorias depositadas em dep??sito fechado ou armaz??m geral, efetuadas nas situa????es em que haja a transmiss??o de propriedade com a perman??ncia das mercadorias em dep??sito ou quando a mercadoria tenha sido entregue pelo remetente diretamente a dep??sito fechado ou armaz??m geral. (AJUSTE SINIEF 14, DE 11 DE DEZEMBRO DE 2009) ??? DECRETO 36.465/2011.
5949;5.949 - Outra sa??da de mercadoria ou presta????o de servi??o n??o especificado;Classificam-se neste c??digo as outras sa??das de mercadorias ou presta????es de servi??os que n??o tenham sido especificados nos c??digos anteriores.
6101;6.101 - Venda de produ????o do estabelecimento;"Venda de produto industrializado ou produzido pelo estabelecimento, bem como a de mercadoria por estabelecimento industrial ou produtor rural de cooperativa destinada a seus cooperados ou a estabelecimento de outra cooperativa.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6102;6.102 - Venda de mercadoria adquirida ou recebida de terceiros;Classificam-se neste c??digo as vendas de mercadorias adquiridas ou recebidas de terceiros para industrializa????o ou comercializa????o, que n??o tenham sido objeto de qualquer processo industrial no estabelecimento. Tamb??m ser??o classificadas neste c??digo as vendas de mercadorias por estabelecimento comercial de cooperativa destinadas a seus cooperados ou estabelecimento de outra cooperativa.
6103;6.103 - Venda de produ????o do estabelecimento, efetuada fora do estabelecimento;"venda efetuada fora do estabelecimento, inclusive por meio de ve??culo, de produto industrializado no estabelecimento.(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua ado????o para fatos geradores ocorridos no per??odo de 01 de novembro a 31 de dezembro de 2005)"
6104;6.104 - Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento;venda efetuada fora do estabelecimento, inclusive por meio de ve??culo, de mercadoria adquirida ou recebida de terceiro para industrializa????o ou comercializa????o, que n??o tenha sido objeto de qualquer processo industrial no estabelecimento.
6105;6.105 - Venda de produ????o do estabelecimento que n??o deva por ele transitar;Classificam-se neste c??digo as vendas de produtos industrializados no estabelecimento, armazenados em dep??sito fechado, armaz??m geral ou outro sem que haja retorno ao estabelecimento depositante.
